朝阳公园酒仙桥南十里居小三居室，低楼层，仅有契税,342万,单价53944元/平米
精装修，小户型，首套首付109万,260万,单价53842元/平米
南小园 2室1厅 263万,263万,单价38981元/平米
石榴园北里 带电梯一居室 东南向 满五年唯一 装修好,265万,单价56880元/平米
西悦欣居满五唯一大两居 东西通透 卫生间干湿分离,298万,单价33525元/平米
大兴西红门宏大北园，电梯房，房本满五年。,406万,单价38638元/平米
马赛公馆 2室2厅 310万,310万,单价40838元/平米
刘家窑 南北通透 正规两居 首套1%契税,450万,单价53585元/平米
青云北优质两居室，满五唯一央产房，楼龄新，带电梯,550万,单价103774元/平米
红联北村 精装修两居室  中间楼层 楼龄新,468万,单价79987元/平米
融景城 低楼层 精装修 南北两居室,398万,单价49399元/平米
板楼 南北通透 2010年社区 满五年唯一,1280万,单价94049元/平米
西直门 精装修 视野好 楼龄新,530万,单价89984元/平米
满五年唯一 高楼层视野好  精装婚房,515万,单价53302元/平米
京通苑 2室1厅 360万,360万,单价43833元/平米
满五年唯一 电梯房两居，明厨明卫,469万,单价47513元/平米
葡东小区 2室1厅 248万,248万,单价38744元/平米
满五年唯一公房，南北通透，16平米客厅,600万,单价93458元/平米
西四环玉阜嘉园  东北两居室  满五年  诚心出售,625万,单价67546元/平米
月坛 三里河三区 东西通透三居室 诚心出售,1011万,单价130116元/平米
本房满五年唯一商品房，中间层，保持干净,455万,单价65581元/平米
此房满五唯一 南北通透 户型方正  全明格局,322万,单价37460元/平米
首创新悦都 2019年12月23日满五年且家庭名下唯一住房,325万,单价43053元/平米
经典全南两居室 低楼层 人车分流 小区环境好,630万,单价72240元/平米
泛海澜海园元宝三居，百米楼间距 满五年省税，保养新,2220万,单价114919元/平米
海淀区四环里 临地铁 精装两居室 2009年商品房,870万,单价89433元/平米
西城区广安门 东北向正规一室一厅,575万,单价101716元/平米
独院管理24小时保安有监控，门口中塔公园玉渊潭公园,511万,单价87128元/平米
泰和嘉苑 3室1厅 1250万,1250万,单价104454元/平米
东兴二区 2室1厅 268万,268万,单价40259元/平米
【必看好房】柏林爱乐大一居 满五年唯一 诚心出售,388万,单价58869元/平米
后排三居室+安静不临街+采光充足+视野开阔,1999万,单价96417元/平米
华润B区洋房 高楼层 视线好 精装入户 居住舒适,575万,单价44870元/平米
必看必看！您不后悔！高层，临河观景，全明格局！,1650万,单价99165元/平米
观湖国际正规小面积3居 明厨明卫 观湖景 有车位单算,1250万,单价94791元/平米
观湖国际正规小面积3居 明厨明卫 观湖景 有车位单算,1250万,单价94791元/平米
首钢小区，正规两居室带大客厅，出行便利，闹中取静,675万,单价80348元/平米
车公庄北里2003年建 单独管理 户型方正 视野好,900万,单价104518元/平米
佰嘉城 三层商品房满五年家庭一套房 可以给换房周期,463万,单价39465元/平米
南北通透大三居   全明格局  交通方便,608万,单价52514元/平米
芍药居北里三居东南向中间楼层采光充足,765万,单价87002元/平米
南北通透三居室 高楼层 视野好,570万,单价102611元/平米
知春东里 南北通透两居室 明厨明卫,680万,单价116240元/平米
望京新城婚房装修三居室，东南，不临街,682万,单价70455元/平米
广安苑一期 2室1厅 760万,760万,单价105600元/平米
中高层板楼三居，双卧室朝南，带有地下车位,1590万,单价102048元/平米
法华寺小区 3室1厅 610万,610万,单价86037元/平米
南北通透 精装修 明厨明卫 带电梯 不临街 满五年,680万,单价105036元/平米
满五唯一+水关新村+中间楼层+采光充足+配套设施齐全,215万,单价52917元/平米
南北通透，满五唯一，高楼层采光好。,365万,单价44056元/平米
中楼层，诚心出售，可拎包入住，视野开阔，不临街,310万,单价38750元/平米
北京南站 世纪金色嘉园精装修正规方正一居室,430万,单价67706元/平米
CBD传奇南向开间 采光好 不临近 装修保养好,366万,单价76940元/平米
花家地西里一区 1室1厅 370万,370万,单价71887元/平米
格局通透  单价总价都便宜   业主诚意卖,338万,单价40931元/平米
满五唯一，精装修两居室，中标间楼层，交通便利,432万,单价45856元/平米
骏城 中楼层 不临街不把边 免费停车,385万,单价45183元/平米
牛街东里朝南一居室 满五年唯一 带有一车位 诚心出售,508万,单价92922元/平米
八角北路11号院 2室1厅 276万,276万,单价48686元/平米
永乐东区   94年钢混中间楼层 东西通透两居室,310万,单价49207元/平米
芍药居北里 电梯房南北通透大2居 采光好 前后不临街,770万,单价86937元/平米
四合巷小区 满五年 南北通透 交通便利 配套齐全,182万,单价28130元/平米
满五年唯一+两居室+中高楼层+首套首付150万,300万,单价42171元/平米
3层南北通透两居室 只有契税 诚心出售,345万,单价38874元/平米
高楼层 南向无遮挡 满五年 税费少 价格可谈,797万,单价89340元/平米
翠成馨园E区，东南户型，满五唯一，高层观景,276万,单价49225元/平米
距离北苑地铁300米 （数据来自高德地图 ） 万达商圈,215万,单价50624元/平米
满五年唯一商品房 板楼中间楼层 采光好无遮挡,298万,单价69078元/平米
适合公积金贷款 杨庄小区钢混楼龄新 南北通透两居,275万,单价43617元/平米
满五年央产 双朝南安静 税少 随时签约 价格可谈,430万,单价73342元/平米
德胜门 新风中直 南北三居 户型好 公摊小,1360万,单价148960元/平米
劲松八区 交通便利 南北通通 诚心出售,380万,单价61699元/平米
天通苑 精装修 低楼层2居 南北通透 商满五年唯一,455万,单价41121元/平米
二环外 蒲黄榆商圈 4层3居 明厨明卫 南北向 满5年公房,380万,单价55801元/平米
朝青  兴隆家园 观景 精装三居室明厨明卫 免个税,790万,单价58675元/平米
长城国际 2室1厅 282万,282万,单价44905元/平米
三里河二区B区 2室1厅 1093万,1093万,单价139396元/平米
后排东南向，房子套内面积122.67平，房本面积122.67平,940万,单价76629元/平米
静安东里 正南北通透三居室 户型图套内面积大,514万,单价63709元/平米
北三环 安贞里  南北通透带客厅 两居 中间层,510万,单价81250元/平米
西城晶华 3室2厅 2600万,2600万,单价168318元/平米
玉海园一里  中间层两居  满五年唯一公房 随时看房,600万,单价76375元/平米
裕中西里三居室 南北通透 满五年唯一 明厅明厨,998万,单价129443元/平米
秀蝶双座全南向大两居，户型方正，采光充足,468万,单价50530元/平米
急售两居两卫，2007年小区，人车分流，花园水系密度低,885万,单价95687元/平米
西三环六里桥，南北两居室，精装修,345万,单价62084元/平米
南环里  满五唯一  精装修  采光充足 独立客厅,269万,单价41220元/平米
满五年唯一，楼层好，采光充足，诚意出售，正规两居室,448万,单价45794元/平米
长阳半岛全明格局西南北户型满五唯一,378万,单价42863元/平米
永定华庭正规一居室带电梯2012年小区,440万,单价83698元/平米
世安家园 3室1厅 708万,708万,单价66324元/平米
满五年公房   户型 好 楼层高,335万,单价54472元/平米
满五年家庭名下一套房，双朝南精装修价格可谈,360万,单价65431元/平米
加州水郡西区，南向正规两居，采光视野好,288万,单价33423元/平米
户型方正 一层带院 南北通透 小区中间不临街不把边,435万,单价45925元/平米
双井 精装修满五唯一 高层 观景大两居,563万,单价54370元/平米
金地花园中间楼层业主二次装修步入式衣帽间满五唯一,1999万,单价106319元/平米
花园洋房社区，电梯板楼，中高楼层，自住精装，价可谈,520万,单价58127元/平米
地铁口2011年国企开发，板楼社区南向两居，自住装修,465万,单价52166元/平米
此房三面采光，通风效果好，明厨暗卫，小区中间位置,543万,单价64230元/平米
天鹅湾南区 3室1厅 1320万,1320万,单价72389元/平米
翠微南里 一层带院两居室 带26平米大客厅 满五唯一,510万,单价101756元/平米
一层带院，南北通透，商品房满五年家庭名下一套房,980万,单价72679元/平米
2008年电梯房商品房.中间层南向.前后无遮挡拎包入住,420万,单价48986元/平米
北京华侨城1号院 2室1厅 850万,850万,单价70272元/平米
海淀产权，单价5万多优质大两居，户型方正满五唯一,470万,单价53992元/平米
海淀区 橙色年代精装修一居 满五年唯一,430万,单价70285元/平米
10年次新房小区 次顶层电梯两居 满五唯一,310万,单价33733元/平米
三环边 二层正规小两居 交通方便,299万,单价53015元/平米
满五公房，经典户型 两居室 位置好 税费低,520万,单价85809元/平米
力宝广场诗礼亭  临地铁  精装修,485万,单价35799元/平米
满两年高原值，带电梯采光好精装修,740万,单价49426元/平米
新华大街 红旗家属院 南北3居 诚心出售 看房方便,290万,单价40206元/平米
四环里04年社区 人车分流 东向 业主诚意出售,400万,单价74171元/平米
房子满五年，中间层三居室，看房方便,305万,单价28809元/平米
车站中里 3室1厅 270万,270万,单价38050元/平米
石园北二社区电梯两居室 南北通透落地窗,345万,单价36578元/平米
南北一居室 可当两居室 业主自住保持的好,229万,单价34308元/平米
迎喜家园 2室1厅 379万,379万,单价42956元/平米
中铁花溪渡房本满五年精装修电梯直通车库,515万,单价40596元/平米
鼎城世家 满五年唯一两居室 业主诚心出售,750万,单价64489元/平米
南北通透双阳台，餐厅客厅分开，双卧朝南，满五唯一,1078万,单价108473元/平米
交大东路31号院，房龄新 精装修 满五唯一有电梯两居室,680万,单价94053元/平米
玉林东里二区 4室1厅 730万,730万,单价67537元/平米
《怡海花园六期观湖全景》满五年唯一全明格局看房看,1199万,单价58671元/平米
交大东路31号院，房龄新 精装修 满五唯一有电梯两居室,680万,单价94053元/平米
玉林东里二区 4室1厅 730万,730万,单价67537元/平米
《怡海花园六期观湖全景》满五年唯一全明格局看房看,1199万,单价58671元/平米
东二环，东直门，万国城，满五唯一，,1399万,单价109890元/平米
全明格局 南北通透 2层大2居 小区中间位置！,920万,单价83675元/平米
高楼层 南北通透 两室 采光好 无遮挡！,495万,单价41975元/平米
顺兴街17号院精装小三居，高楼层，视野宽阔,246万,单价36976元/平米
帅府园 2室1厅 285万,285万,单价45239元/平米
双龙南里 1室1厅 262万,262万,单价62695元/平米
